-0.07111254	-0.4412819	-0.5071681	-1.6890368	-0.03507834	1.2903712	0.49949	-0.45136416	0.14756975	-0.7793655
-0.2306828	-0.06264803	-0.5620608	-1.0623173	-0.19874287	1.5080874	0.95044947	0.2766452	0.2591923	-0.70713776
-0.25012705	-0.4185518	-0.7504074	-0.92705274	-0.061091304	0.90496594	0.34270206	0.18330166	0.35797018	-0.5586751
-0.2802813	-0.66604084	-0.8718019	-0.4964468	-0.39485422	0.7317461	-0.51879466	0.4224581	0.6189271	-0.3450901
-0.37991616	-0.56975603	-0.9972814	-0.45174766	-0.32639244	1.4646071	0.20885321	0.19905873	0.37773454	-0.5574368
-0.13178778	-0.39269316	-0.8192403	-0.71484226	-0.34029227	1.3002692	0.5653257	0.14758892	0.22741023	-0.39596203
-0.2503523	-0.3062686	-0.98201174	-0.8328671	-0.53478914	1.719142	0.20237367	0.3543863	0.0389023	-0.8203155
-0.10848671	-0.1216917	-0.6041432	-1.2087865	-0.40855482	1.2171639	0.9706657	0.22806506	0.057768986	-0.70368564
-0.30411184	-0.4152408	-1.0897566	-0.6109393	-0.14663395	1.2400411	0.32832623	0.5386485	0.23434818	-0.6460266
-0.033419933	-0.14217472	-0.7117724	-1.0045261	-0.48622027	1.2336347	0.6061434	0.2639604	0.19053456	-0.7549462
-0.03559808	0.14118247	-0.69369173	-1.4123343	-0.7131208	1.2229359	0.81301636	-0.13169213	0.26124188	-0.8582187
-0.7384962	-0.028111164	-0.08427014	-1.5979441	-0.41372675	0.8126329	1.7281361	-0.03226759	0.36862057	-0.19390583
-0.42008993	-0.16666684	-0.3609541	-0.9006557	-0.46608636	0.2744974	0.501797	0.31714356	0.13062741	-0.7587814
0.0324799	0.17226936	-0.41547516	-1.5514456	-0.23305807	0.8125423	0.38166645	-0.11498636	0.097204484	-0.37765762
-0.2715558	0.019333424	-0.33772314	-1.5704733	0.5026157	1.2887058	0.53842664	-0.2398347	0.5814742	-1.134723
0.0036810543	0.33469042	-0.6424381	-1.3539189	0.16335611	1.314525	0.40527058	-0.05688395	0.37769508	-1.2655734
-0.8042992	0.26384845	-0.23556127	-1.2868989	-0.16327289	1.203944	1.4749168	-0.3340419	0.6508016	-0.82060045
-0.030949729	-0.26874217	-0.6382625	-1.063892	-0.5496931	0.9119352	0.9564901	0.6851274	0.006401944	-0.3135189
-0.11428258	-0.19429891	-0.5772065	-0.8594127	-0.4905662	0.87066144	0.47602522	0.0881226	0.37247556	-0.94284534
-0.19452769	-0.050478026	-0.6496741	-0.90445936	-0.6946434	0.82718503	0.9413174	0.14635131	0.2161273	-0.7864134
-0.30471227	-0.7904237	-0.71610117	-0.73703414	-0.45102158	0.9409353	0.66135347	-0.122375496	0.50297207	-0.25704083
-0.20500927	-0.61769766	-0.80421335	-0.7929334	-0.5229144	0.8402802	0.45053944	0.35824057	0.13658398	-0.3439592
-0.13194144	-1.0038484	-0.8386267	-0.54095626	-0.3413292	0.7751747	0.7091221	-0.041301947	0.52531207	-0.42785287
-0.26148447	-0.6134704	-0.44670457	-0.66867757	-0.28497627	0.3960841	0.6907852	0.24884623	0.5622106	-0.52867854
-0.6074412	-0.14056692	-0.33651692	-0.4577625	-0.2173392	0.72806895	0.69361454	0.19114052	0.5306365	-0.13118468
0.00021735646	-0.8792392	-0.59889805	-0.33421212	-0.036527254	0.72489786	0.12903887	0.2710426	0.42534947	-0.11851668
-0.036199775	-0.8945921	-0.74100244	-1.0067158	-0.3337489	0.6771157	0.8594267	0.06374856	0.41533074	-0.23819315
-0.11889936	-0.58515185	-0.944124	-0.7222709	-0.3594785	0.40893492	0.7171781	0.28967887	0.24773845	-0.26465088
0.12067255	-0.3204451	-0.8416471	-1.1815801	-0.22515407	1.3475279	0.3407895	0.17089194	0.37711692	-0.1998154
-0.960859	-0.88777435	-0.2944103	-0.56764	-0.74856406	0.592172	0.87293535	0.21303445	0.9683205	-0.3064173
-0.10276779	-0.6880409	-0.7028178	-0.78008425	-0.4302068	0.69021815	0.4947152	0.39334166	0.31862158	-0.13405077
-0.04877095	-0.94055885	-0.71498686	-0.8651236	-0.42307112	0.65337145	0.33903882	0.045744233	0.6913738	-0.18265937
-0.22985177	-1.2275529	-0.64532703	-0.35957083	-0.57060134	0.7707578	-0.02433503	0.31338802	0.23479514	-0.116710424
-0.046687007	-0.4904951	-0.73032254	-0.5370179	0.15250167	0.882691	0.21847513	0.5439987	0.42561024	-0.23631757
-0.08284371	-0.13172713	-0.742346	-0.837473	-0.4393212	0.97375226	0.100547	0.3876416	0.37938866	-0.55106926
-0.11878564	-0.89338475	-0.5831307	-0.60888594	0.34483096	0.9066741	0.37160182	0.61794764	0.35973263	-0.13401374
0.17491122	-0.54786366	-0.58415514	-0.9586751	0.62466043	1.2066313	0.38341498	0.8598277	-0.14106666	-0.05143838
-0.6850286	-0.39596125	-0.4871033	-0.088903405	-0.39100724	0.5441739	0.3544368	0.5465751	0.41691396	-0.63739955
-0.24929637	-0.002657462	-0.528729	-0.050880168	-0.64653206	1.0901903	-0.007886499	0.48813966	0.591129	-0.5065619
-0.017023839	-0.30892396	-0.622033	-1.2306837	-0.42034206	0.4954716	0.09722839	0.020889396	0.44642565	-0.30589443
0.003408921	-0.33477756	-0.84522796	-0.45027322	-0.5126688	0.9327006	0.31752917	0.39296693	0.38739973	-0.29535303
-0.515983	-0.17902975	-0.33112907	-0.39709198	0.069128804	0.39648053	0.7243352	0.52005965	0.33248588	-0.462713
-0.4102976	-0.7777401	-0.7022797	-0.33223844	-0.50456774	0.65225923	0.12609635	0.41699076	0.15565012	-0.4513176
0.102302365	-0.04519188	-0.95674133	-0.72707796	-0.29868746	1.2643222	-0.15960115	0.2601329	0.24821398	-0.6127788
-0.24654976	-0.37409958	-0.4984652	-0.5946121	0.02615484	0.9908372	0.5158542	0.09398575	0.27385265	-0.5420036
-0.3218025	-0.5402907	-0.34786063	-0.6089506	-0.20956229	0.29906693	0.39528865	0.43567368	0.03674956	-1.0112133
-0.1966007	-0.9027631	-0.6823289	-0.27173623	-0.56873083	0.8531516	0.16516264	0.033996865	0.6381079	-0.4702104
-0.525366	-0.34445918	-0.69552237	-0.47132596	-0.41727898	1.3310783	0.36585498	0.27427068	0.60890394	-0.71817386
-0.22807778	-0.19915599	-0.6834448	-0.9146813	-0.3618363	1.0953548	0.29499406	-0.25950065	0.48000622	-0.6964534
-1.013971	-0.44500375	-0.051653266	-0.5559433	-0.19555306	0.024386186	0.12198201	0.6914838	1.1771958	-0.658813
-0.011869568	-0.5624211	-0.91833496	-1.2601788	-0.026752945	0.75176245	0.39430332	-0.20535254	0.36012903	-0.31157547
-0.34174642	-0.20469908	-0.7837579	-0.4177856	-0.43641555	0.93929017	-0.25033167	0.5813241	0.39615947	-0.5010616
-0.21496819	-0.8471337	-0.8457348	-0.6383618	-0.47358277	0.585439	-0.031292558	0.2630466	0.5997919	-0.05067958
-0.17204985	-0.4161333	-0.16247891	-0.65637684	-0.024259383	0.5271059	0.45702323	-0.15063451	0.6361987	-0.3927221
-0.1013443	-0.088295124	-0.2849605	-0.5927401	0.04486436	0.71962035	0.20546648	-0.16294526	0.6375294	-0.39272007
-0.68126756	0.24594402	-0.2625056	-1.1326704	0.15227513	0.905358	0.4045181	-0.14859928	0.5606788	-0.3108748
-0.39577097	-0.4810175	-0.50918055	-0.6550266	-0.20716278	0.6251095	0.5753489	-0.18819661	0.4137641	-0.8329648
-0.43158615	-0.54122996	-0.8767258	-0.6162799	-0.09727684	0.9377229	-0.054293357	-0.19173016	0.46808723	-0.8607031
-0.28987175	-0.48884538	-0.6356037	-0.4680657	-0.021960065	0.9608548	0.0804337	0.16017707	0.7834301	-0.7191841
-0.014730224	-0.7556661	-1.1630052	-0.72368646	-0.12969255	1.2792013	-0.3860307	0.06666511	0.2748975	-1.2018721
-0.036877546	-1.1758821	-1.058435	-0.8768011	0.20932585	1.799153	0.12434721	-0.40808544	0.61115366	-0.6217073
-0.12854925	-0.5125682	-0.8894307	-1.0670955	-0.303405	1.4032474	-0.14728495	-0.09905718	0.25926465	-0.47435135
-0.52966434	-0.58799696	-0.97568214	-0.1440412	-0.22807464	1.3633705	-0.07081041	0.16274704	0.7516321	-0.6584008
0.29845083	-0.54637074	-0.9928745	-0.8894927	-0.13155897	2.0264196	-0.3236633	0.18753697	0.44955283	-0.6434066
-0.36357662	-0.26124018	-1.2096827	-0.85183215	-0.18958701	1.8911486	0.030579083	0.13855112	0.004112928	-0.7563535
0.08867486	-1.1014563	-1.2158817	-0.5662537	-0.10816814	1.6003015	0.0912914	0.077125534	0.33063763	-0.66560775
-0.25988734	-0.62395674	-0.95877445	-0.81002986	-0.22518407	1.7449628	0.18261701	0.12345933	-0.17230557	-1.0699905
0.044016838	-0.5663409	-0.9209478	-1.1558353	0.1988013	1.3856313	-0.29007214	0.2476427	0.13298051	-0.5957657
-0.09966127	-0.5186302	-0.9786948	-0.78044105	-0.121594034	1.5816422	-0.06898841	0.25163895	0.13621509	-0.68743557
-0.22696128	-0.6278918	-0.7737461	-0.7701245	-0.015296147	1.3293289	-0.13712844	0.25316244	0.17085116	-0.83124983
-0.38225576	-0.8648537	-1.0609875	-0.5738033	-0.024118321	1.3411101	0.21968274	0.07066542	0.22225448	-0.74287075
