-0.48167884	-0.7559158	-0.07660563	0.30948707	-0.30253938	-1.0088838	0.24898502	-0.47421408	-1.0454906	0.3663078	0.86659175	-0.11674411	0.29143485	0.891796	0.37846223	-0.70497257	-0.5871482	-0.27714193	-1.345513	-0.23382643
-0.08737633	-0.70103395	-0.027716942	0.25071028	-0.79125464	-0.6483961	-0.09093045	-0.10180412	-0.7403549	0.16438173	1.2395848	0.24630909	0.48703578	0.27800113	0.17421672	-0.7828252	-0.55518806	0.266475	-0.7811439	-0.54401237
-0.75775135	-0.18758762	0.27304342	0.28684664	-0.5271179	-0.47800714	-0.08597874	-0.26003867	-0.50054973	0.33025855	0.7013926	0.0967048	0.19021595	0.6237588	0.23992835	-0.30615553	-0.90189815	0.25985104	-0.8375272	-0.4949843
-0.7160393	-0.1814846	0.049815662	0.012899165	0.10658029	-0.26499924	-0.32624108	-0.55575955	-0.7776992	0.6601766	0.27239442	0.6255881	-0.17340887	0.41626486	-0.46904206	-0.056661017	-0.59949154	0.20697677	-0.32322416	-0.91293025
-0.57360274	-0.5417324	0.39570922	0.1927995	-0.51869524	-0.18547173	-0.08122048	0.05425868	-0.65074396	0.96773976	0.9176154	0.32325426	-0.09146481	0.30466762	0.091645695	-0.1805295	-0.5085498	0.42740795	-0.57983786	-0.7107526
-0.3372763	-0.65363705	0.422418	0.41928065	-0.50067747	-0.57244295	0.26105452	-0.0386596	-0.7462763	0.3844978	0.8327799	0.20629275	0.19892035	0.4801221	0.20592391	-0.111434124	-0.5486476	0.55477947	-0.53525287	-0.57598
-0.30970937	-0.7247916	-0.0509647	0.16245271	-0.6225588	-0.68054855	-0.24658759	-0.15378593	-0.8690715	1.027971	1.3517069	0.10794376	0.10949619	0.267397	0.0238731	-0.014384246	-0.8685542	0.40116134	-0.6813	-0.5200447
-0.10109418	-0.721639	0.031410757	0.2861942	-0.57949793	-0.8688059	0.0011184365	0.025355706	-0.7087081	0.19395685	1.1857412	-0.029990794	0.72511685	0.36343095	0.1918437	-0.52368444	-0.7202935	0.24519214	-0.7438055	-0.29871774
-0.54887706	-0.5251155	0.39678517	0.1595994	-0.653861	-0.4639535	-0.22298527	-0.15822537	-0.56002516	0.72954977	0.97422284	0.39177564	0.041500803	0.21494281	0.0061837262	-0.18142483	-0.7700735	0.39407828	-0.39683756	-0.43545622
-0.085540645	-0.6763383	-0.027288543	0.29036337	-0.52672875	-0.6182507	-0.14887303	-0.25368407	-0.5005131	0.36164838	1.1720489	-0.09492234	0.5396638	0.32648605	-0.07461012	-0.4186213	-0.86610854	0.32686022	-0.87660456	-0.4749347
